,Name,Team,G,PA,AB,H,1B,2B,3B,HR,R,RBI,BB,IBB,SO,HBP,SF,SH,GDP,SB,CS,AVG,BB%,K%,BB/K,OBP,SLG,wOBA,OPS,ISO,Spd,BABIP,UBR,wSB,wRC,wRAA,wRC+,BsR,Fld,Off,Def,WAR,ADP,InterSD,InterSK,IntraSD,Vol,Skew,Dim,FPTS,FPTS/G,SPTS,SPTS/G,P10,P20,P30,P40,P50,P60,P70,P80,P90,TT10,TT20,TT30,TT40,TT50,TT60,TT70,TT80,TT90,NameASCII,PlayerId,MLBAMID,MLBID
112,Jake Cronenworth,SD,146,630,545,126,84,26,3,14,75,62,66,1,124,12,4,2,,5,2,0.231634,0.10476190476190476,0.19682539682539682,0.53381,0.325778,0.366125,0.307622,0.691903,0.134491,4.09783,0.272433,0.116778,-0.918151,71.6605,-2.77884,100.055,-0.801374,2.68741,-0.7603007107973099,3.78741466999054,2.45421,409.2900085449219,,,,,,,622.6,4.264383561,622.6,4.264383561,,,,,,,,,,,,,,,,,,,Jake Cronenworth,18036,630105,630105.0
113,Samuel Basallo,BAL,107,445,403,104,62,21,2,20,56,61,36,1,108,3,3,0,,2,1,0.25785,0.08089887640449438,0.24269662921348314,0.335481,0.321488,0.463095,0.336517,0.784584,0.205246,3.02389,0.302883,-0.0179724,-0.863637,61.0842,8.48039,117.802,-0.881609,3.08005,8.45938265323639,0.03005051612854,2.43632,178.24000549316406,,,,,,,557.7,5.212149532,557.7,5.212149532,,,,,,,,,,,,,,,,,,,Samuel Basallo,28824,694212,694212.0
114,George Springer,TOR,138,595,524,134,85,23,2,24,74,74,60,2,113,6,4,0,,15,3,0.255308,0.10084033613445378,0.1899159663865546,0.530127,0.336477,0.442328,0.337514,0.778805,0.18702,4.89164,0.280741,0.329757,0.982128,82.1193,11.8155,117.648,1.31188,0.956603,13.6880065202713,-10.518397212028503,2.41954,110.37999725341795,,,,,,,748.2,5.42173913,748.2,5.42173913,,,,,,,,,,,,,,,,,,,George Springer,12856,543807,543807.0
115,Jose Altuve,HOU,146,630,565,146,101,27,0,17,70,69,54,1,110,6,4,1,,14,5,0.257729,0.08571428571428572,0.1746031746031746,0.488497,0.325961,0.399316,0.317385,0.725277,0.141587,3.77336,0.289897,-0.435277,-0.0465967,76.654,2.21461,103.754,-0.481874,0.502448,2.30527600646019,-0.4475515484809875,2.40857,128.08999633789062,,,,,,,683.3,4.680136986,683.3,4.680136986,,,,,,,,,,,,,,,,,,,Jose Altuve,5417,514888,514888.0
116,J.P. Crawford,SEA,147,637,551,132,95,26,1,11,70,58,73,1,122,6,4,2,,6,2,0.240279,0.11459968602825746,0.19152276295133439,0.597461,0.332932,0.348712,0.305192,0.681644,0.108434,3.40812,0.287882,-0.129661,-0.541709,71.2,-4.06648,101.311,-0.67137,-5.56208,0.3127848505973816,1.2629246711730957,2.40437,398.1799926757813,,,,,,,615.5,4.187074829,615.5,4.187074829,,,,,,,,,,,,,,,,,,,J.P. Crawford,15491,641487,641487.0
117,Anthony Volpe,NYY,110,476,426,102,61,22,3,15,60,56,40,1,109,5,3,2,,20,5,0.238702,0.08403361344537816,0.22899159663865545,0.366654,0.308913,0.412759,0.313212,0.721671,0.174057,6.22372,0.282893,0.795812,1.0909,56.3035,0.0604546,101.432,1.88671,-0.857644,2.6899465918540955,4.242355704307556,2.38546,350.5899963378906,,,,,,,526.1,4.782727272,526.1,4.782727272,,,,,,,,,,,,,,,,,,,Anthony Volpe,27647,683011,683011.0
118,Matt McLain,CIN,143,616,542,127,80,26,2,20,72,70,61,1,168,8,4,1,,19,4,0.234479,0.09902597402597403,0.2727272727272727,0.360548,0.317923,0.397499,0.313677,0.715422,0.163021,5.12502,0.299268,0.215065,0.981329,73.0964,0.311235,95.5842,1.19639,2.28188,-2.027560830116272,4.681876659393311,2.36841,216.6499938964844,,,,,,,675.9,4.726573426,675.9,4.726573426,,,,,,,,,,,,,,,,,,,Matt McLain,29695,680574,680574.0
119,Alec Bohm,PHI,141,609,557,150,103,30,2,16,71,69,40,1,98,5,4,3,,4,1,0.270223,0.06568144499178982,0.16091954022988506,0.410396,0.323126,0.414235,0.320208,0.737361,0.144011,3.29894,0.301203,-0.302401,-0.71765,75.4947,3.53661,103.327,-1.02005,-0.0931378,1.3815149068832395,1.4818622171878817,2.36597,268.5599975585937,,,,,,,671.6,4.763120567,671.6,4.763120567,,,,,,,,,,,,,,,,,,,Alec Bohm,21618,664761,664761.0
120,Lawrence Butler,OAK,136,588,530,132,80,28,2,22,72,75,52,1,152,1,4,1,,21,4,0.249388,0.08843537414965986,0.2585034013605442,0.343244,0.315459,0.433382,0.323355,0.748841,0.183994,5.59971,0.306906,0.726157,1.55475,74.3937,4.91702,104.471,2.28091,0.950782,5.379639148712158,-2.749217748641968,2.33973,164.02999877929688,,,,,,,696.3,5.119852941,696.3,5.119852941,,,,,,,,,,,,,,,,,,,Lawrence Butler,22542,671732,671732.0
121,Brandon Lowe,PIT,126,546,489,121,72,24,1,24,66,73,48,2,135,5,4,0,,5,1,0.247142,0.08791208791208792,0.24725274725274726,0.356267,0.319058,0.44666,0.330067,0.765718,0.199518,3.64919,0.290662,-0.376488,-0.30593,72.0556,7.54151,109.808,-0.682418,-2.5898,5.664789319038391,-1.039797067642212,2.33176,198.67999267578125,,,,,,,655.2,5.2,655.2,5.2,,,,,,,,,,,,,,,,,,,Brandon Lowe,18882,664040,664040.0
122,Evan Carter,TEX,107,462,401,97,63,19,3,12,61,48,50,1,102,7,3,1,,19,6,0.241632,0.10822510822510822,0.22077922077922077,0.489902,0.333103,0.395202,0.320416,0.728305,0.15357,6.29967,0.292008,0.373066,0.39631,57.3501,2.76119,106.672,0.769376,2.0956,4.402429044246674,2.2456012964248657,2.30708,321.32000732421875,,,,,,,517.5,4.836448598,517.5,4.836448598,,,,,,,,,,,,,,,,,,,Evan Carter,27790,694497,694497.0
123,Chase Meidroth,CWS,128,553,473,118,89,20,1,7,62,46,64,1,87,9,4,3,,12,4,0.248673,0.11573236889692586,0.15732368896925858,0.741346,0.347282,0.342412,0.311185,0.689694,0.0937389,4.04782,0.287784,-0.360347,-0.166715,64.5014,-0.839823,98.65,-0.527062,2.39927,-1.406940758228302,4.824269533157349,2.29699,339.9700012207031,,,,,,,547.9,4.28046875,547.9,4.28046875,,,,,,,,,,,,,,,,,,,Chase Meidroth,31580,805367,805367.0
124,Xavier Edwards,MIA,139,602,540,148,115,25,4,5,72,49,51,1,87,2,4,4,,27,7,0.274472,0.08471760797342193,0.14451827242524917,0.579955,0.336921,0.361583,0.309343,0.698504,0.0871111,5.79891,0.316913,0.901578,1.36787,69.3164,-1.81459,96.1537,2.26945,0.500616,-0.47487473487854,2.650615930557251,2.27179,178.25999450683594,,,,,,,621.8,4.473381294,621.8,4.473381294,,,,,,,,,,,,,,,,,,,Xavier Edwards,22266,669364,669364.0
125,Sean Murphy,ATL,89,360,315,73,43,15,0,15,42,45,35,1,94,8,3,0,,1,0,0.230517,0.09722222222222222,0.2611111111111111,0.373458,0.320628,0.417583,0.322235,0.738211,0.187066,2.31242,0.278083,-0.142473,-0.595989,45.2702,2.68616,105.856,-0.738463,5.6894,1.762755572795868,8.364404439926147,2.26292,406.239990234375,,,,,,,409.2,4.597752808,409.2,4.597752808,,,,,,,,,,,,,,,,,,,Sean Murphy,19352,669221,669221.0
126,Carlos Narvaez,BOS,107,423,373,85,56,18,0,11,45,45,41,0,112,5,3,1,,3,1,0.228516,0.09692671394799054,0.2647754137115839,0.36747,0.310515,0.368611,0.300382,0.679126,0.140095,2.79229,0.292737,-0.418158,-0.552003,45.6283,-4.35245,87.2695,-0.970161,6.8451,-7.317002296447754,14.795101165771484,2.25467,289.7900085449219,,,,,,,399.5,3.733644859,399.5,3.733644859,,,,,,,,,,,,,,,,,,,Carlos Narvaez,19722,665966,665966.0
127,Matt Wallner,MIN,110,476,413,101,55,22,3,22,66,65,48,2,146,11,3,0,,5,2,0.244366,0.10084033613445378,0.3067226890756303,0.332629,0.337319,0.468335,0.346825,0.805654,0.223969,4.81509,0.317917,-0.35118,-0.722035,69.294,13.0509,122.701,-1.07322,-1.04609,11.662295818328856,-6.446088671684265,2.20988,306.260009765625,,,,,,,621.2,5.647272727,621.2,5.647272727,,,,,,,,,,,,,,,,,,,Matt Wallner,26466,670242,670242.0
128,Josh Naylor,SEA,144,623,561,144,95,29,0,20,70,75,52,2,99,6,4,0,,18,4,0.25724,0.08346709470304976,0.15890850722311398,0.526267,0.323925,0.417086,0.322053,0.741011,0.159846,4.17421,0.278038,-0.757316,1.02597,78.1635,4.55121,112.925,0.268657,1.80142,9.759506613016129,-9.623583197593687,2.20776,73.8499984741211,,,,,,,714.5,4.961805555,714.5,4.961805555,,,,,,,,,,,,,,,,,,,Josh Naylor,18839,647304,647304.0
129,Luis Garcia Jr.,WSH,121,525,486,132,88,26,2,17,63,65,31,1,81,2,4,2,,14,6,0.2721,0.05904761904761905,0.15428571428571428,0.386139,0.316226,0.437213,0.324377,0.75344,0.165114,4.75364,0.294603,-0.0406003,-0.310769,66.8587,4.82589,107.814,-0.35137,3.21326,4.510640472173691,-0.4617445468902588,2.20133,234.58999633789065,,,,,,,608.6,5.029752066,608.6,5.029752066,,,,,,,,,,,,,,,,,,,Luis Garcia Jr.,20391,671277,671277.0
130,Ramon Laureano,SD,130,560,503,124,76,24,2,23,68,71,41,2,146,11,4,1,,11,4,0.246765,0.07321428571428572,0.26071428571428573,0.2804,0.314728,0.435867,0.324279,0.750595,0.189103,4.59209,0.2998,-0.664272,-0.196009,71.2713,5.10302,111.465,-0.860282,2.03569,6.749329626560211,-3.9643075466156006,2.19116,227.5,,,,,,,654.3,5.033076923,654.3,5.033076923,,,,,,,,,,,,,,,,,,,Ramon Laureano,17128,657656,657656.0
131,Max Muncy,LAD,107,462,390,87,50,16,1,21,58,58,63,1,113,6,3,0,,3,1,0.224319,0.13636363636363635,0.24458874458874458,0.55684,0.338171,0.429686,0.335313,0.767857,0.205367,3.13883,0.257559,-1.01984,-0.578692,62.9379,8.34906,115.795,-1.59854,-2.3983,7.050106644630432,-1.0482991933822632,2.18669,269.5299987792969,,,,,,,556.6,5.201869158,556.6,5.201869158,,,,,,,,,,,,,,,,,,,Max Muncy,13301,571970,571970.0
132,Teoscar Hernandez,LAD,138,595,545,141,83,28,1,29,72,86,40,2,158,6,4,1,,8,2,0.257858,0.06722689075630252,0.26554621848739496,0.250107,0.312501,0.472214,0.335369,0.784715,0.214356,3.79818,0.308142,-0.838608,-0.30618,81.0834,10.7796,115.833,-1.14479,-2.30904,10.020589828491213,-8.68404221534729,2.1621,136.6199951171875,,,,,,,751.7,5.447101449,751.7,5.447101449,,,,,,,,,,,,,,,,,,,Teoscar Hernandez,13066,606192,606192.0
133,Luis Arraez,SF,144,623,577,172,133,31,3,5,74,56,37,1,33,5,4,0,,8,4,0.298122,0.0593900481540931,0.052969502407704656,1.10682,0.342474,0.388799,0.320288,0.731273,0.0906766,4.10061,0.306901,0.43599,-1.14222,77.2705,3.6583,107.386,-0.706234,-3.24663,4.747303307056427,-4.371634006500244,2.1591,280.32000732421875,,,,,,,670.2,4.654166666,670.2,4.654166666,,,,,,,,,,,,,,,,,,,Luis Arraez,18568,650333,650333.0
134,Brandon Marsh,PHI,113,490,434,110,71,21,3,15,64,56,49,1,138,3,3,2,,11,3,0.254023,0.1,0.2816326530612245,0.352472,0.330607,0.42311,0.327646,0.753717,0.169087,5.73406,0.333853,0.399538,0.441738,63.702,5.8047,108.423,0.841275,1.30005,5.732716679573059,-0.9499510526657104,2.15728,347.0899963378906,,,,,,,569.5,5.039823008,569.5,5.039823008,,,,,,,,,,,,,,,,,,,Brandon Marsh,20202,669016,669016.0
135,Miguel Vargas,CWS,139,602,526,127,80,29,1,17,72,68,64,1,112,6,4,1,,10,2,0.241742,0.10631229235880399,0.18604651162790697,0.572644,0.329235,0.398047,0.319302,0.727283,0.156305,4.2427,0.274755,-0.0765923,0.114173,74.1842,3.05331,104.242,0.0375806,-3.86062,3.047282788902521,-2.710617423057556,2.15435,273.9700012207031,,,,,,,658.2,4.735251798,658.2,4.735251798,,,,,,,,,,,,,,,,,,,Miguel Vargas,20178,678246,678246.0
136,Michael Busch,CHC,138,595,524,130,76,26,1,26,74,80,59,2,150,8,4,0,,3,1,0.247313,0.09915966386554621,0.25210084033613445,0.393273,0.330478,0.453009,0.338118,0.783487,0.205696,2.97234,0.293076,-0.885047,-0.894943,82.4114,12.1076,118.999,-1.77999,0.336312,11.61826479434967,-10.38868835568428,2.15116,113.47000122070312,,,,,,,733.4,5.314492753,733.4,5.314492753,,,,,,,,,,,,,,,,,,,Michael Busch,26319,683737,683737.0
137,Isaac Paredes,HOU,109,469,402,98,63,20,1,15,57,53,54,1,77,9,3,0,,1,1,0.244733,0.11513859275053305,0.16417910447761194,0.699828,0.344923,0.407771,0.331205,0.752694,0.163038,2.53653,0.266645,-0.296094,-1.00247,62.3271,6.91111,113.274,-1.29856,3.51552,6.03877580165863,-1.2594809532165527,2.14053,219.7899932861328,,,,,,,539.6,4.950458715,539.6,4.950458715,,,,,,,,,,,,,,,,,,,Isaac Paredes,20036,670623,670623.0
138,Ernie Clement,TOR,149,644,599,157,111,32,2,11,70,64,33,0,70,4,5,3,,10,5,0.261299,0.05124223602484472,0.10869565217391304,0.468855,0.30222,0.375797,0.295867,0.678017,0.114498,4.39989,0.279161,0.775611,-0.72876,67.1066,-8.98694,88.9594,0.0468512,4.44733,-8.333314828574657,6.947331428527832,2.126,288.0299987792969,,,,,,,603.8,4.052348993,603.8,4.052348993,,,,,,,,,,,,,,,,,,,Ernie Clement,20352,676391,676391.0
139,Jesus Sanchez,HOU,104,448,402,102,63,19,2,18,57,57,39,1,109,3,3,1,,10,3,0.253822,0.08705357142857142,0.24330357142857142,0.359218,0.322755,0.446085,0.331409,0.76884,0.192263,5.3503,0.302153,-0.0915447,0.235368,59.6105,6.67585,113.414,0.143824,2.78486,7.226815745234489,-2.115142583847046,2.10059,338.9100036621094,,,,,,,541.5,5.206730769,541.5,5.206730769,,,,,,,,,,,,,,,,,,,Jesus Sanchez,19913,660821,660821.0
140,Jakob Marsee,MIA,134,581,497,111,73,21,3,13,70,54,69,1,130,9,4,2,,42,9,0.2226,0.11876075731497418,0.22375215146299485,0.526491,0.325199,0.354923,0.304254,0.680123,0.132324,6.77784,0.27343,0.62696,3.43126,64.4982,-4.15142,92.6682,4.05822,0.518079,-0.9904999732971193,1.8930792212486267,2.07005,146.85000610351562,,,,,,,613.4,4.57761194,613.4,4.57761194,,,,,,,,,,,,,,,,,,,Jakob Marsee,31370,805300,805300.0
141,Denzel Clarke,OAK,97,420,375,87,53,19,4,11,55,45,34,0,132,7,3,2,,16,3,0.232085,0.08095238095238096,0.3142857142857143,0.255139,0.30486,0.392327,0.304675,0.697187,0.160241,7.36399,0.323171,0.0940235,1.38769,46.7685,-2.85778,91.6032,1.48172,6.92713,-2.674846172332764,8.427126407623291,2.06753,395.9100036621094,,,,,,,438.5,4.520618556,438.5,4.520618556,,,,,,,,,,,,,,,,,,,Denzel Clarke,29858,672016,672016.0
142,Addison Barger,TOR,112,483,434,108,63,26,1,18,58,64,40,1,118,4,3,1,,4,2,0.248331,0.08281573498964803,0.2443064182194617,0.339892,0.315514,0.436026,0.324342,0.75154,0.187695,3.83569,0.298945,0.0,-0.470748,61.4964,4.42622,108.575,-0.470748,1.53095,4.410558104515076,-0.9440469741821288,2.05552,216.7899932861328,,,,,,,555.1,4.95625,555.1,4.95625,,,,,,,,,,,,,,,,,,,Addison Barger,24598,680718,680718.0
143,Konnor Griffin,PIT,109,469,426,109,73,20,2,13,56,51,27,1,122,11,3,2,,27,7,0.255673,0.057569296375266525,0.2601279317697228,0.218596,0.314141,0.405099,0.313238,0.71924,0.149426,6.40526,0.32664,-0.113887,1.97011,55.4857,0.0697605,98.2799,1.85622,-1.58541,0.9001061320304871,3.4395904541015625,2.04046,999.0,,,,,,,521.7,4.786238532,521.7,4.786238532,,,,,,,,,,,,,,,,,,,Konnor Griffin,sa3065496,804606,
144,Vinnie Pasquantino,KC,149,644,579,155,95,33,2,25,81,86,54,2,89,6,5,0,,2,0,0.267019,0.08385093167701864,0.13819875776397517,0.609262,0.333438,0.459038,0.341088,0.792476,0.192019,2.84453,0.2758,-1.31507,-0.758726,90.7512,14.6577,116.49,-2.07379,-0.531514,10.442670345306396,-12.681513786315918,2.03874,86.79000091552734,,,,,,,814.9,5.469127516,814.9,5.469127516,,,,,,,,,,,,,,,,,,,Vinnie Pasquantino,27676,686469,686469.0
145,Lars Nootbaar,STL,126,546,475,116,75,23,2,17,67,61,63,2,110,4,4,1,,7,3,0.244009,0.11538461538461539,0.20146520146520147,0.574091,0.334744,0.404286,0.324076,0.73903,0.160277,3.92265,0.281687,0.466529,-0.808818,69.3996,4.88551,109.736,-0.342289,1.04507,5.9577976167202,-4.3049256801605225,2.02767,363.6499938964844,,,,,,,618.4,4.907936507,618.4,4.907936507,,,,,,,,,,,,,,,,,,,Lars Nootbaar,21454,663457,663457.0
146,Jonathan India,KC,128,553,478,121,81,26,1,13,67,59,56,1,99,13,4,2,,5,3,0.253381,0.10126582278481013,0.17902350813743217,0.561002,0.344946,0.395785,0.327167,0.740731,0.142404,3.55735,0.291743,0.424364,-1.13224,71.6771,6.33588,106.9,-0.707872,1.21134,3.789371013641357,-3.0136555433273315,2.02672,370.3500061035156,,,,,,,611.0,4.7734375,611.0,4.7734375,,,,,,,,,,,,,,,,,,,Jonathan India,21523,663697,663697.0
147,Garrett Mitchell,MIL,94,406,358,87,56,16,3,12,53,44,40,1,115,4,3,1,,15,3,0.24335,0.09852216748768473,0.2832512315270936,0.34384,0.322779,0.404781,0.31771,0.72756,0.161431,6.68743,0.321745,0.125721,1.21162,49.5066,1.53453,103.982,1.33734,2.44821,3.2532458305358887,2.9982088804244995,2.02161,503.3200073242188,,,,,,,457.6,4.868085106,457.6,4.868085106,,,,,,,,,,,,,,,,,,,Garrett Mitchell,27555,669003,669003.0
148,Kyle Teel,CWS,115,464,403,97,68,17,0,12,51,47,52,1,118,4,3,2,,6,2,0.240958,0.11206896551724138,0.2543103448275862,0.446609,0.331531,0.373125,0.312694,0.704655,0.132167,3.20368,0.307961,-0.260641,-0.373831,54.6892,-0.135969,99.6899,-0.634472,0.476985,-0.804050475358963,4.551985055208206,2.0174,183.1199951171875,,,,,,,476.1,4.14,476.1,4.14,,,,,,,,,,,,,,,,,,,Kyle Teel,33549,691019,691019.0
149,Parker Meadows,DET,122,525,469,110,70,20,6,14,72,54,47,1,129,3,4,2,,15,4,0.234793,0.08952380952380952,0.24571428571428572,0.368071,0.306943,0.394295,0.305867,0.701237,0.159502,7.12258,0.2913,0.576326,0.706158,58.969,-3.06381,94.9936,1.28248,1.52804,-1.815373778343201,3.4030425548553467,2.01119,421.239990234375,,,,,,,538.1,4.410655737,538.1,4.410655737,,,,,,,,,,,,,,,,,,,Parker Meadows,23800,678009,678009.0
150,Trevor Story,BOS,154,665,607,146,94,30,1,21,72,78,44,1,179,7,5,2,,27,5,0.240782,0.06616541353383458,0.26917293233082706,0.246352,0.29784,0.397243,0.302409,0.695082,0.156461,5.02438,0.304297,0.310893,2.41066,72.827,-5.74784,88.6662,2.72156,-4.33188,-6.161677122116089,2.7931203842163086,1.99711,111.26000213623048,,,,,,,691.0,4.487012987,691.0,4.487012987,,,,,,,,,,,,,,,,,,,Trevor Story,12564,596115,596115.0
151,Colt Keith,DET,107,462,415,109,72,20,3,14,60,53,40,1,95,2,3,1,,2,1,0.263443,0.08658008658008658,0.20562770562770563,0.427426,0.329643,0.427966,0.328323,0.757609,0.164523,3.96696,0.307642,0.763692,-0.812202,60.3159,5.72702,110.463,-0.0485097,3.08693,5.648547068238258,-2.213071823120117,1.97839,313.1199951171875,,,,,,,529.1,4.944859813,529.1,4.944859813,,,,,,,,,,,,,,,,,,,Colt Keith,27899,690993,690993.0
152,Jorge Polanco,NYM,126,546,485,119,76,23,0,21,63,67,53,2,111,4,4,0,,7,3,0.24608,0.09706959706959707,0.2032967032967033,0.478244,0.323293,0.421932,0.323941,0.745225,0.175852,3.12411,0.276684,-0.317979,-0.535773,69.3397,4.82557,110.796,-0.853753,4.98467,6.132567822933197,-5.065334796905518,1.96775,228.7899932861328,,,,,,,621.4,4.931746031,621.4,4.931746031,,,,,,,,,,,,,,,,,,,Jorge Polanco,13152,593871,593871.0
153,Freddy Fermin,SD,122,480,436,103,74,18,0,11,48,46,35,0,97,3,3,2,,3,1,0.237073,0.07291666666666667,0.20208333333333334,0.356314,0.295759,0.35329,0.286263,0.649049,0.116217,2.76936,0.279829,0.137705,-0.712226,46.2745,-10.4412,85.4233,-0.574521,2.71652,-8.867175579071045,12.091520309448242,1.96379,394.260009765625,,,,,,,413.3,3.387704918,413.3,3.387704918,,,,,,,,,,,,,,,,,,,Freddy Fermin,21840,666023,666023.0
154,J.T. Realmuto,PHI,125,493,447,111,72,21,2,16,57,57,33,1,119,8,3,2,,7,2,0.247911,0.06693711967545639,0.2413793103448276,0.27798,0.308646,0.408148,0.31158,0.716793,0.160237,4.38342,0.302078,-0.404072,-0.308973,57.6379,-0.590172,97.417,-0.713044,-4.78108,-2.221690058708191,4.843924522399902,1.94576,207.7100067138672,,,,,,,528.0,4.224,528.0,4.224,,,,,,,,,,,,,,,,,,,J.T. Realmuto,11739,592663,592663.0
155,Josh Smith,TEX,112,483,420,103,71,21,1,10,56,47,46,1,91,11,3,2,,10,3,0.245072,0.09523809523809523,0.18840579710144928,0.507308,0.332966,0.370697,0.31265,0.703662,0.125624,4.76205,0.288825,-0.0232704,0.0572524,56.9113,-0.158838,101.322,0.033982,0.971268,0.7866340838372707,1.596268355846405,1.94465,341.5,,,,,,,499.0,4.455357142,499.0,4.455357142,,,,,,,,,,,,,,,,,,,Josh Smith,26396,669701,669701.0
156,Jake Meyers,HOU,110,476,426,106,74,20,2,11,55,48,39,1,99,6,3,2,,14,4,0.248391,0.0819327731092437,0.20798319327731093,0.392034,0.317786,0.377911,0.306128,0.695697,0.12952,5.04751,0.297852,0.263672,0.315349,53.566,-2.67709,95.9993,0.579021,2.50696,-1.665477275848389,4.206959962844849,1.93623,433.6199951171875,,,,,,,490.8,4.461818181,490.8,4.461818181,,,,,,,,,,,,,,,,,,,Jake Meyers,20308,676694,676694.0
157,Sal Frelick,MIL,118,511,457,120,88,21,3,8,61,46,43,1,73,5,4,3,,15,4,0.262758,0.08414872798434442,0.14285714285714285,0.585018,0.330458,0.371543,0.309817,0.702,0.108785,5.38206,0.296127,0.590698,0.377016,59.035,-1.34362,98.5741,0.967714,6.25382,0.1041047573089599,1.7788171768188477,1.93207,204.47000122070312,,,,,,,529.5,4.487288135,529.5,4.487288135,,,,,,,,,,,,,,,,,,,Sal Frelick,29622,686217,686217.0
158,Ozzie Albies,ATL,146,630,571,145,96,30,2,18,74,71,48,1,97,5,4,1,,12,3,0.253734,0.0761904761904762,0.15396825396825398,0.494077,0.315103,0.405161,0.313489,0.720264,0.151427,4.70977,0.276182,0.251078,0.265123,74.6611,0.221764,99.864,0.516201,-4.80242,0.4146752953529358,-2.552419185638428,1.92578,187.82000732421875,,,,,,,682.0,4.671232876,682.0,4.671232876,,,,,,,,,,,,,,,,,,,Ozzie Albies,16556,645277,645277.0
159,Carson Kelly,CHC,96,380,336,79,53,14,1,11,42,40,36,1,76,4,3,1,,2,0,0.23366,0.09473684210526316,0.2,0.47423,0.313022,0.375942,0.303753,0.688964,0.142282,2.90377,0.267931,-0.875124,-0.36668,42.0301,-2.8698,95.4583,-1.2418,3.00626,-3.2873103618621826,9.181260585784912,1.89653,328.6199951171875,,,,,,,379.9,3.957291666,379.9,3.957291666,,,,,,,,,,,,,,,,,,,Carson Kelly,13620,608348,608348.0
160,Brett Baty,NYM,105,455,408,102,66,18,1,17,53,54,40,1,112,4,3,0,,3,3,0.249016,0.08791208791208792,0.24615384615384617,0.356377,0.319316,0.420796,0.321346,0.740112,0.17178,2.9874,0.299773,-0.145866,-1.18773,56.8246,3.0628,109.019,-1.3336,4.97441,3.529823660850525,-0.4505925178527832,1.86385,279.7900085449219,,,,,,,510.2,4.859047619,510.2,4.859047619,,,,,,,,,,,,,,,,,,,Brett Baty,26123,683146,683146.0
161,Yandy Diaz,TB,151,651,577,159,109,31,1,19,79,75,62,2,99,6,5,2,,2,1,0.276015,0.09523809523809523,0.15207373271889402,0.622156,0.349289,0.428282,0.338641,0.77757,0.152266,2.49722,0.303066,-0.885458,-1.23291,90.4439,13.5233,116.938,-2.11836,0.0261533,10.878169536590576,-15.098846713081002,1.86062,132.25999450683594,,,,,,,792.6,5.249006622,792.6,5.249006622,,,,,,,,,,,,,,,,,,,Yandy Diaz,16578,650490,650490.0
162,Chase DeLauter,CLE,118,511,457,115,74,25,1,15,59,59,47,1,100,2,4,1,,3,1,0.251122,0.09197651663405088,0.19569471624266144,0.469262,0.321271,0.407067,0.317373,0.728338,0.155945,3.09571,0.289183,-0.0399577,-0.764833,62.17,1.79141,104.355,-0.804791,-1.11715,1.817940056324005,-1.292146846652031,1.85325,999.0,,,,,,,556.1,4.712711864,556.1,4.712711864,,,,,,,,,,,,,,,,,,,Chase DeLauter,32127,800050,
163,Christian Yelich,MIL,146,630,552,140,94,24,1,20,76,70,68,2,153,5,4,1,,20,4,0.253396,0.10793650793650794,0.24285714285714285,0.445051,0.338179,0.412828,0.328483,0.751007,0.159432,5.00303,0.312376,1.07227,1.06008,82.3308,7.89143,111.361,2.13235,0.73249,10.61557960510254,-13.517509698867798,1.84759,142.41000366210938,,,,,,,741.1,5.076027397,741.1,5.076027397,,,,,,,,,,,,,,,,,,,Christian Yelich,11477,592885,592885.0
164,Josh Jung,TEX,130,560,516,128,83,24,1,19,61,67,33,1,141,5,4,2,,5,2,0.247244,0.05892857142857143,0.2517857142857143,0.237886,0.297434,0.410121,0.306195,0.707555,0.162877,3.36966,0.300921,-0.990163,-0.788,63.0491,-3.11922,96.8752,-1.77816,0.543304,-3.840582013130188,2.5433040857315063,1.83927,335.6199951171875,,,,,,,572.6,4.404615384,572.6,4.404615384,,,,,,,,,,,,,,,,,,,Josh Jung,26299,673962,673962.0
165,Spencer Torkelson,DET,151,651,568,135,79,29,1,26,79,83,71,2,164,7,5,0,,2,1,0.236897,0.10906298003072197,0.2519201228878648,0.433418,0.326864,0.429273,0.328668,0.756138,0.192376,2.78257,0.28303,0.11409,-0.954144,85.1727,8.25207,110.7,-0.840054,0.0587536,7.369791626930237,-11.816246386617422,1.83752,202.6199951171875,,,,,,,757.2,5.014569536,757.2,5.014569536,,,,,,,,,,,,,,,,,,,Spencer Torkelson,27465,679529,679529.0
166,Heliot Ramos,SF,149,644,580,147,96,27,3,21,78,75,49,2,155,9,5,1,,7,3,0.253952,0.07608695652173914,0.2406832298136646,0.316115,0.319416,0.420467,0.321067,0.739883,0.166515,4.25941,0.308085,-0.307222,-0.807239,80.2827,4.18909,107.92,-1.11446,-1.12457,4.930389165878296,-8.624571919441223,1.81419,213.94000244140625,,,,,,,714.9,4.797986577,714.9,4.797986577,,,,,,,,,,,,,,,,,,,Heliot Ramos,22515,671218,671218.0
167,Carter Jensen,KC,99,401,353,85,52,17,3,12,54,45,43,1,99,1,3,1,,3,1,0.241938,0.10723192019950124,0.24688279301745636,0.433038,0.323498,0.415336,0.321628,0.738834,0.173398,5.09445,0.298565,0.0242869,-0.374071,50.1223,2.78834,103.085,-0.349784,0.150767,1.1066240072250366,2.6757674515247345,1.79767,999.0,,,,,,,437.1,4.415151515,437.1,4.415151515,,,,,,,,,,,,,,,,,,,Carter Jensen,29478,695600,695600.0
