,Name,Team,G,PA,AB,H,1B,2B,3B,HR,R,RBI,BB,IBB,SO,HBP,SF,SH,GDP,SB,CS,AVG,BB%,K%,BB/K,OBP,SLG,wOBA,OPS,ISO,Spd,BABIP,UBR,wSB,wRC,wRAA,wRC+,BsR,Fld,Off,Def,WAR,ADP,InterSD,InterSK,IntraSD,Vol,Skew,Dim,FPTS,FPTS/G,SPTS,SPTS/G,P10,P20,P30,P40,P50,P60,P70,P80,P90,TT10,TT20,TT30,TT40,TT50,TT60,TT70,TT80,TT90,NameASCII,PlayerId,MLBAMID,MLBID
107,Cody Bellinger,,151,651.0,585.4,149.185,94.0309,29.2567,3.73905,22.1582,79.225,80.4301,54.6071,3.49294,103.698,3.3722,7.16885,0.452295,8.92636,12.5997,3.1738,0.254843,0.08388187403993856,0.15929032258064516,0.526595,0.318446,0.431149,0.322153,0.749595,0.176306,5.14441,0.272174,,0.239746,81.7293,4.80859,106.01,0.239746,0.0,4.864191383123398,-4.485098838806152,2.293,84.66999816894531,,,,,,,753.4,4.989403973,753.4,4.989403973,,,,,,,,,,,,,,,,,,,Cody Bellinger,15998,641355,641355.0
108,Jake Cronenworth,SD,146,661.578,572.746,135.873,88.2857,26.6835,3.11876,17.7855,77.9969,69.592,68.9056,1.56672,131.748,11.4248,4.70547,2.74025,12.1633,5.16435,1.47656,0.237232,0.1041534029245229,0.1991420512774004,0.523011,0.328686,0.38787,0.315908,0.716556,0.150638,4.07164,0.275959,,-0.674612,79.7028,1.53219,105.731,-0.674612,0.0,3.818844258785248,-3.70507550239563,2.26363,403.3900146484375,,,,,,,699.9,4.793835616,699.9,4.793835616,,,,,,,,,,,,,,,,,,,Jake Cronenworth,18036,630105,630105.0
109,Bryson Stott,PHI,144,614.877,554.411,141.49,97.9146,25.3439,3.72525,14.5065,77.4245,62.6743,51.2644,1.18911,103.932,3.13075,4.60161,1.46963,9.48469,24.0322,5.78717,0.255208,0.08337342265201009,0.1690289277367669,0.493249,0.319339,0.392856,0.311122,0.712196,0.137648,6.09163,0.288223,,1.43885,71.6875,-0.965057,97.1032,1.43885,0.0,-0.6722042560577393,2.3220973014831543,2.26182,184.05999755859372,,,,,,,662.7,4.602083333,662.7,4.602083333,,,,,,,,,,,,,,,,,,,Bryson Stott,26294,681082,681082.0
110,Jarren Duran,BOS,139,587.427,528.117,138.627,84.0686,32.7989,3.49815,18.2611,79.9433,67.9865,48.1759,0.786811,133.449,6.82815,3.21595,1.09025,8.82587,23.5124,4.85578,0.262493,0.0820117223076229,0.22717546180206222,0.361005,0.330238,0.441579,0.334204,0.771818,0.179086,6.32122,0.317067,,1.80104,79.4955,10.0865,110.568,1.80104,0.0,9.117869853973389,-7.931739807128906,2.18994,83.05999755859375,,,,,,,729.0,5.244604316,729.0,5.244604316,,,,,,,,,,,,,,,,,,,Jarren Duran,24617,680776,680776.0
111,Dillon Dingler,DET,110,424.629,390.102,94.178,61.6368,20.5838,0.897051,11.0604,44.0031,47.7391,24.4116,0.760278,105.958,6.64139,2.97024,0.50395,6.69815,1.48179,0.503946,0.241419,0.0574892435514296,0.2495307668576569,0.230389,0.295269,0.38384,0.29588,0.679109,0.142422,2.9296,0.301092,,-0.516905,44.2518,-5.92142,88.1134,-0.516905,4.69,-6.465869843959808,13.17765474319458,2.182,222.44000244140625,,,,,,,398.5,3.622727272,398.5,3.622727272,,,,,,,,,,,,,,,,,,,Dillon Dingler,27464,693307,693307.0
112,Brandon Lowe,PIT,131,596.612,534.283,127.053,76.0382,26.5547,1.27016,23.19,69.9672,78.5886,51.6018,1.22126,152.679,5.77681,4.45172,0.49867,8.97273,4.31482,1.42525,0.237801,0.0864913880377867,0.2559100386851086,0.337976,0.30939,0.422469,0.31705,0.73186,0.184668,3.38597,0.28623,,-0.593411,72.4296,1.93532,100.891,-0.593411,0.0,0.0368937253952026,1.222946047782898,2.15974,193.5,,,,,,,656.2,5.009160305,656.2,5.009160305,,,,,,,,,,,,,,,,,,,Brandon Lowe,18882,664040,664040.0
113,Michael Harris II,ATL,133,577.402,538.69,140.726,92.2215,28.4315,1.95716,18.1162,74.4455,68.4724,28.2219,1.99131,113.375,4.81766,3.79829,1.87348,10.4869,18.8548,5.11663,0.261238,0.0488773852532551,0.19635366694261536,0.248926,0.301924,0.422173,0.3114,0.724097,0.160935,5.59252,0.298323,,0.861824,67.4485,-0.776009,98.4331,0.861824,0.0,-0.210483431816101,2.05246901512146,2.15391,94.11000061035156,,,,,,,633.5,4.763157894,633.5,4.763157894,,,,,,,,,,,,,,,,,,,Michael Harris II,25931,671739,671739.0
114,Lars Nootbaar,STL,128,542.487,469.941,114.51,72.3612,22.2846,1.3292,18.5346,67.5086,63.2485,63.7803,2.18751,108.709,3.70719,3.5995,1.4591,10.6468,5.79679,2.08376,0.243668,0.11757019062207942,0.2003900554298997,0.586706,0.336391,0.415066,0.328274,0.751457,0.171398,3.64442,0.277147,,-0.602773,70.8023,6.70323,112.612,-0.602773,0.0,7.505927979946136,-4.725738525390625,2.13105,376.1099853515625,,,,,,,631.9,4.93671875,631.9,4.93671875,,,,,,,,,,,,,,,,,,,Lars Nootbaar,21454,663457,663457.0
115,Alec Bohm,PHI,141,601.06,551.643,150.005,106.704,27.7387,0.943971,14.6183,67.0043,71.8714,37.9565,0.882885,95.3614,4.79044,6.09449,0.5755,14.3611,2.4948,1.00516,0.271924,0.06314926962366486,0.15865537550327757,0.398028,0.320994,0.405128,0.315639,0.726122,0.133205,2.68536,0.302365,,-0.893468,72.2808,1.26089,100.197,-0.893468,0.0,-0.7528271675109863,1.57567036151886,2.13017,267.7200012207031,,,,,,,645.9,4.580851063,645.9,4.580851063,,,,,,,,,,,,,,,,,,,Alec Bohm,21618,664761,664761.0
116,Ezequiel Tovar,COL,151,630.958,585.624,155.12,98.5579,32.9084,2.89268,20.761,75.8974,78.7606,31.0732,0.248484,157.697,4.0369,5.2275,4.99652,8.88886,9.81686,3.22502,0.26488,0.049247651983174795,0.24993264210930047,0.197044,0.3039,0.437306,0.318483,0.741206,0.172426,4.7697,0.325803,,-0.238123,77.3331,2.78055,90.1033,-0.238123,0.0,-7.639060109853744,6.990740776062012,2.08143,193.55999755859372,,,,,,,707.8,4.687417218,707.8,4.687417218,,,,,,,,,,,,,,,,,,,Ezequiel Tovar,24064,678662,678662.0
117,Tyler Soderstrom,OAK,136,576.657,517.331,132.665,80.1105,27.8788,1.63297,23.0428,73.6558,74.0289,48.8943,2.37744,137.461,5.45505,4.50418,0.472134,11.383,5.45421,1.59543,0.256441,0.08478922479047336,0.2383756721933489,0.355697,0.324574,0.450269,0.33327,0.774843,0.193828,3.98125,0.303384,,-0.43448,77.6009,9.46443,111.302,-0.43448,0.0,7.246734321117401,-6.796002388000488,2.07677,102.22000122070312,,,,,,,702.5,5.165441176,702.5,5.165441176,,,,,,,,,,,,,,,,,,,Tyler Soderstrom,27467,691016,691016.0
118,Salvador Perez,KC,152,613.019,558.868,139.626,83.3654,27.0357,0.0,29.2244,68.6455,97.5278,31.5166,4.25942,127.703,9.89374,5.55875,0.479081,10.0916,0.195172,0.109579,0.249836,0.05141210957572277,0.208318176108734,0.246797,0.298819,0.455088,0.320731,0.753908,0.205252,1.48118,0.270923,,-0.80145,76.2531,3.82016,102.466,-0.80145,-2.68,0.9805222153663636,-2.131011366844177,2.04099,100.72000122070312,,,,,,,701.9,4.617763157,701.9,4.617763157,,,,,,,,,,,,,,,,,,,Salvador Perez,7304,521692,521692.0
119,Willson Contreras,BOS,141,594.257,513.942,130.563,81.5584,23.7741,1.34682,23.8838,76.3666,78.2394,54.3038,0.895843,149.137,17.3544,4.15832,1.2652,12.8437,5.05931,1.76759,0.254043,0.09138100182244384,0.2509638085878669,0.36412,0.342889,0.444957,0.34302,0.787846,0.190915,3.88129,0.309145,,-0.717567,84.6735,14.4575,116.641,-0.717567,0.0,10.93804895877838,-11.47988510131836,2.0372,199.05999755859372,,,,,,,737.4,5.229787234,737.4,5.229787234,,,,,,,,,,,,,,,,,,,Willson Contreras,11609,575929,575929.0
120,Sean Murphy,ATL,94,382.252,333.365,73.9404,45.0187,14.2462,0.0,14.6754,44.2316,48.5372,36.758,0.618063,106.02,8.36863,2.42096,0.405893,7.54392,0.0173475,0.00845948,0.2218,0.09616169437962392,0.2773562989860092,0.346708,0.312583,0.396601,0.311586,0.709184,0.174801,1.51208,0.275535,,-0.591025,44.7101,-0.455885,98.5608,-0.591025,5.21,-1.2430660724639893,8.261298418045044,2.01922,382.5,,,,,,,398.0,4.234042553,398.0,4.234042553,,,,,,,,,,,,,,,,,,,Sean Murphy,19352,669221,669221.0
121,Matt McLain,CIN,141,599.64,533.57,126.209,79.2876,24.6423,2.70142,19.5779,73.7129,66.8353,53.663,0.628615,167.629,7.12945,3.66835,1.60911,7.69695,17.1847,4.90592,0.236537,0.0894920285504636,0.2795493963044493,0.32013,0.312695,0.402923,0.312694,0.715619,0.166386,5.41103,0.304633,,0.507268,70.6765,-0.175606,94.9108,0.507268,0.0,-3.10964035987854,2.476053476333618,1.97633,225.5,,,,,,,650.5,4.613475177,650.5,4.613475177,,,,,,,,,,,,,,,,,,,Matt McLain,29695,680574,680574.0
122,Joey Bart,PIT,86,360.913,319.741,76.3005,51.9252,13.6027,0.367558,10.4051,40.1136,40.4915,32.1917,0.00184427,99.7845,6.43789,2.11266,0.429702,7.82992,0.827911,0.324255,0.238632,0.08919518000182869,0.27647798776990573,0.322612,0.318822,0.381101,0.309417,0.699923,0.142469,2.39035,0.311321,,-0.565007,41.5787,-1.06598,95.6624,-0.565007,5.0,-2.420442521572113,9.532378196716309,1.95618,489.3299865722656,,,,,,,356.1,4.140697674,356.1,4.140697674,,,,,,,,,,,,,,,,,,,Joey Bart,21524,663698,663698.0
123,Matt Olson,ATL,159,690.066,594.256,141.132,85.6834,27.4163,0.50044,27.5321,84.6535,90.4047,84.2028,3.90149,163.121,5.90059,5.11611,0.58995,12.2121,0.820055,0.330062,0.237494,0.12202137186877776,0.23638463567252987,0.516198,0.335379,0.424305,0.330536,0.759684,0.186811,2.04437,0.277942,,-1.10589,91.3305,9.79392,111.542,-1.10589,0.0,8.33392059803009,-12.268518447875977,1.9464,56.43999862670898,,,,,,,814.7,5.123899371,814.7,5.123899371,,,,,,,,,,,,,,,,,,,Matt Olson,14344,621566,621566.0
124,Masyn Winn,STL,146,618.024,566.871,141.148,99.3739,26.6153,3.36336,11.7957,68.7436,59.0234,38.5068,0.226048,108.744,4.74139,4.75942,3.14488,10.3279,12.1168,3.73945,0.248995,0.0623063182012349,0.17595433187060697,0.354105,0.299891,0.370238,0.29328,0.670129,0.121243,5.00282,0.286755,,-0.0480639,63.1015,-9.92279,88.6392,-0.0480639,0.0,-8.369683850556612,6.759259223937988,1.93896,262.5,,,,,,,574.4,3.934246575,574.4,3.934246575,,,,,,,,,,,,,,,,,,,Masyn Winn,27479,691026,691026.0
125,Michael Busch,CHC,138,588.657,517.876,125.654,72.9113,26.7694,1.55088,24.4226,72.3345,80.5398,57.9077,1.22916,149.666,7.99579,4.146,0.732114,9.69463,2.84705,0.950677,0.242634,0.09837256670692779,0.2542499282264544,0.386912,0.32582,0.441791,0.332428,0.767611,0.199158,3.32974,0.290951,,-0.728203,78.8134,9.25897,115.101,-0.728203,0.0,9.807670056819916,-10.497820854187012,1.93316,109.94000244140624,,,,,,,703.8,5.1,703.8,5.1,,,,,,,,,,,,,,,,,,,Michael Busch,26319,683737,683737.0
126,Jonathan Aranda,TB,141,598.435,527.812,136.223,85.6752,27.2187,0.994134,22.3352,71.1195,81.4029,55.7838,2.5839,144.293,9.63435,4.72068,0.484886,11.5349,0.708927,0.248695,0.25809,0.09321613876193739,0.2411172474871958,0.386599,0.337221,0.440376,0.336772,0.777597,0.182286,2.29672,0.311251,,-0.94047,82.233,11.5232,115.651,-0.94047,0.0,10.098571598529816,-11.88005542755127,1.92508,184.72000122070312,,,,,,,724.3,5.136879432,724.3,5.136879432,,,,,,,,,,,,,,,,,,,Jonathan Aranda,21837,666018,666018.0
127,Cedric Mullins,TB,112,474.621,421.032,97.2372,58.6173,18.0271,2.75068,17.842,62.7861,53.4862,43.091,0.591625,104.439,4.25107,3.28941,2.9283,5.13397,21.5018,4.9389,0.230949,0.0907903358679873,0.22004715341293368,0.412595,0.30653,0.413963,0.313032,0.720493,0.183013,6.47231,0.262862,,1.5822,56.0714,-0.00880429,99.2978,1.5822,0.0,1.1893770098686218,1.227410912513733,1.91861,305.8900146484375,,,,,,,529.5,4.727678571,529.5,4.727678571,,,,,,,,,,,,,,,,,,,Cedric Mullins,17929,656775,656775.0
128,Ozzie Albies,ATL,146,633.734,575.647,140.928,90.9155,29.2476,1.88385,18.8806,73.3386,74.5977,45.827,1.43125,94.7508,5.20594,6.48912,0.564295,9.44581,9.54253,3.2089,0.244816,0.0723126737716455,0.14951194034090012,0.483658,0.303174,0.400566,0.305113,0.70374,0.15575,4.39803,0.260503,,-0.333244,70.7941,-4.08645,94.1264,-0.333244,0.0,-4.744901239871979,2.2530863285064697,1.90226,178.44000244140625,,,,,,,651.3,4.460958904,651.3,4.460958904,,,,,,,,,,,,,,,,,,,Ozzie Albies,16556,645277,645277.0
129,Jakob Marsee,MIA,136,576.554,503.605,118.333,77.3531,24.8318,3.15572,12.9927,71.2126,53.7017,58.6961,0.740081,129.304,7.66875,3.74473,2.83876,8.92297,23.6959,6.12406,0.234973,0.10180503474089159,0.22427040658810798,0.453938,0.321934,0.374212,0.307921,0.696146,0.139239,6.15158,0.288563,,1.28739,65.7209,-2.40332,95.1799,1.28739,0.0,-2.006374478340149,1.299235701560974,1.89022,145.6699981689453,,,,,,,598.4,4.4,598.4,4.4,,,,,,,,,,,,,,,,,,,Jakob Marsee,31370,805300,805300.0
130,Ramon Laureano,SD,130,588.07,529.898,128.974,80.0497,24.4346,2.63237,21.8577,75.199,72.9739,42.1962,0.706313,154.885,11.3033,4.02234,0.650147,10.9596,9.5103,3.45621,0.243395,0.07175370279048411,0.26337850936113044,0.272437,0.310637,0.423189,0.318357,0.733826,0.179794,4.9107,0.299897,,-0.390302,72.0164,2.53148,107.409,-0.390302,0.0,4.77341565489769,-6.1188273429870605,1.86411,226.1100006103516,,,,,,,655.5,5.042307692,655.5,5.042307692,,,,,,,,,,,,,,,,,,,Ramon Laureano,17128,657656,657656.0
131,Lawrence Butler,OAK,136,576.657,520.468,125.84,74.8961,26.9444,1.03435,22.965,75.8279,69.502,49.5781,0.717511,154.138,1.83452,3.69012,1.08608,9.09377,15.5045,4.77739,0.241782,0.08597502501487019,0.2672958101609796,0.321648,0.307959,0.429897,0.318969,0.737857,0.188115,4.88776,0.296422,,0.315366,70.9052,2.76877,101.45,0.315366,0.0,1.30092453956604,-3.497942447662353,1.80587,161.77999877929688,,,,,,,658.2,4.839705882,658.2,4.839705882,,,,,,,,,,,,,,,,,,,Lawrence Butler,22542,671732,671732.0
132,Brenton Doyle,COL,138,576.682,527.971,136.822,85.7378,27.2219,3.67287,20.1896,77.4806,67.9337,37.3341,0.349354,153.159,3.43296,4.43031,3.51389,7.96368,21.3427,5.56669,0.259147,0.0647394924759226,0.26558657977880357,0.24376,0.309838,0.43934,0.322515,0.749177,0.180193,6.22169,0.324834,,1.15605,72.5689,4.42941,92.8656,1.15605,0.0,-3.720203876495361,2.129629611968994,1.80027,169.61000061035156,,,,,,,671.4,4.865217391,671.4,4.865217391,,,,,,,,,,,,,,,,,,,Brenton Doyle,25479,686668,686668.0
133,Danny Jansen,TEX,89,342.76,298.698,60.9415,36.5501,11.7326,0.806092,11.8528,36.5979,37.8953,35.6433,0.202887,81.6257,5.10896,2.22351,0.550067,4.56443,0.220785,0.0862961,0.204024,0.10398908857509628,0.23814243202240634,0.436667,0.297634,0.367744,0.2945,0.665378,0.163721,2.42959,0.236637,,-0.500168,35.336,-5.16379,88.819,-0.500168,3.89,-5.017118036746979,10.757283926010132,1.7943,453.5,,,,,,,318.9,3.583146067,318.9,3.583146067,,,,,,,,,,,,,,,,,,,Danny Jansen,16535,643376,643376.0
134,Bryan Reynolds,PIT,151,684.999,609.564,156.802,103.843,31.3348,3.64466,17.9794,81.9951,78.7438,60.9046,2.24007,163.403,8.94016,4.97611,0.613618,13.4631,6.14851,1.91128,0.257236,0.08891195461599213,0.2385448737881369,0.372727,0.331168,0.409086,0.322936,0.740254,0.15185,4.4003,0.320489,,-0.684841,86.4334,5.49553,104.923,-0.684841,0.0,3.3123384714126587,-8.594351768493652,1.79129,201.1699981689453,,,,,,,766.9,5.078807947,766.9,5.078807947,,,,,,,,,,,,,,,,,,,Bryan Reynolds,19326,668804,668804.0
135,Jurickson Profar,ATL,149,647.817,559.063,137.757,90.2725,25.7896,1.128,20.5671,82.2628,73.2139,72.7935,1.17566,104.593,8.90658,4.1583,2.801,12.9322,8.56781,3.33245,0.246407,0.11236738152904291,0.16145454657719696,0.695972,0.340285,0.406938,0.328686,0.747224,0.160531,3.90336,0.26752,,-0.778678,84.766,8.2215,110.275,-0.778678,0.0,7.110390365123749,-11.446927070617676,1.76146,183.77999877929688,,,,,,,747.0,5.013422818,747.0,5.013422818,,,,,,,,,,,,,,,,,,,Jurickson Profar,10815,595777,595777.0
136,Kyle Stowers,MIA,141,597.145,529.995,125.44,72.5342,26.0225,1.88355,24.9993,71.0486,80.7911,55.3069,1.97357,171.081,7.0579,3.95506,0.829991,9.58141,3.79309,1.05647,0.236681,0.09261887816192048,0.28649825419286773,0.323279,0.314942,0.434395,0.323851,0.749337,0.197714,3.53694,0.297275,,-0.551554,75.7913,5.23404,106.092,-0.551554,0.0,3.760246753692627,-6.527777671813965,1.74951,137.77999877929688,,,,,,,682.6,4.841134751,682.6,4.841134751,,,,,,,,,,,,,,,,,,,Kyle Stowers,26151,669065,669065.0
137,Jeff McNeil,OAK,134,569.792,508.393,128.298,86.3324,27.5295,1.65156,12.7848,63.2671,58.8018,44.8017,2.20526,73.8134,9.02582,4.78493,2.78623,11.2804,2.68635,0.934969,0.25236,0.07862816606761765,0.12954446534875885,0.606959,0.321206,0.38845,0.310346,0.709657,0.13609,3.38177,0.27079,,-0.756349,66.0722,-1.25311,95.5104,-0.756349,0.0,-3.77143794298172,1.1709800958633425,1.74042,394.05999755859375,,,,,,,588.5,4.391791044,588.5,4.391791044,,,,,,,,,,,,,,,,,,,Jeff McNeil,15362,643446,643446.0
138,Carlos Narvaez,BOS,107,412.76,369.746,83.2099,54.9359,14.7856,0.4158,13.0727,43.2096,48.0768,35.2039,0.9144,108.438,3.7527,3.02707,1.03078,7.42589,2.53934,1.14866,0.225046,0.08528902994476209,0.2627144103110767,0.324646,0.296716,0.373352,0.293808,0.670067,0.148305,2.84206,0.27914,,-0.576339,42.3205,-6.45026,82.7408,-0.576339,3.43,-8.972714185714722,11.385948419570925,1.70041,288.7799987792969,,,,,,,380.4,3.555140186,380.4,3.555140186,,,,,,,,,,,,,,,,,,,Carlos Narvaez,19722,665966,665966.0
139,Victor Caratini,,78,313.0,280.285,69.122,47.3697,12.1828,0.000468202,9.56903,33.7076,37.361,23.5748,0.841269,58.0402,5.46768,2.53857,0.349939,7.64808,0.811872,0.362389,0.246614,0.0753188498402556,0.18543194888178913,0.40618,0.314765,0.392504,0.309355,0.707269,0.14589,2.11195,0.276715,,-0.484924,36.0431,-0.940223,97.2191,-0.484924,3.94,-1.5136826038360596,7.450802564620972,1.69127,432.1099853515625,,,,,,,324.1,4.155128205,324.1,4.155128205,,,,,,,,,,,,,,,,,,,Victor Caratini,14968,605170,605170.0
140,Christian Yelich,MIL,146,623.495,545.078,139.362,93.0517,24.3851,2.82725,19.0979,79.9027,75.336,69.8126,5.17237,151.03,4.42577,3.07461,1.10393,14.7567,17.0634,4.30646,0.255673,0.1119697832380372,0.24223129295343188,0.462244,0.343193,0.415894,0.330388,0.759087,0.160221,5.19075,0.318138,,0.578862,82.4452,8.77444,112.666,0.578862,0.0,9.938986778259276,-14.26954746246338,1.67928,135.27999877929688,,,,,,,741.8,5.080821917,741.8,5.080821917,,,,,,,,,,,,,,,,,,,Christian Yelich,11477,592885,592885.0
141,Logan O'Hoppe,LAA,115,447.054,407.651,94.0747,57.0526,17.129,1.04166,18.8515,49.4657,56.3712,30.4705,0.385222,129.14,5.05767,2.78971,1.08454,6.74372,2.54123,0.837746,0.230772,0.0681584327620377,0.288868906217146,0.23595,0.29061,0.416634,0.305897,0.707244,0.185862,3.41583,0.28662,,-0.443471,50.2247,-2.59814,94.0867,-0.443471,-2.24,-3.559243679046631,4.5338218212127686,1.67398,243.55999755859372,,,,,,,459.9,3.999130434,459.9,3.999130434,,,,,,,,,,,,,,,,,,,Logan O'Hoppe,24729,681351,681351.0
142,Jonathan India,KC,126,534.678,462.435,113.949,75.237,24.0211,1.9228,12.7681,65.5502,56.6795,54.0041,0.0027322,102.008,13.0315,3.85588,1.35113,10.1522,8.38024,2.70858,0.246411,0.10100303360153214,0.1907839858756111,0.529412,0.33935,0.389503,0.323024,0.728854,0.143092,4.48666,0.287842,,-0.372382,67.5038,4.32746,104.046,-0.372382,0.0,2.1773596107959747,-4.43732213973999,1.65161,387.4400024414063,,,,,,,587.4,4.661904761,587.4,4.661904761,,,,,,,,,,,,,,,,,,,Jonathan India,21523,663697,663697.0
143,Wilyer Abreu,BOS,121,512.291,454.537,109.318,61.3476,23.8254,1.56014,22.5851,64.0833,70.7729,49.8977,2.46895,125.18,3.25755,3.90875,0.689835,6.13733,8.49646,2.58923,0.240505,0.09740108649185716,0.24435330700715022,0.398607,0.317579,0.448851,0.329182,0.76643,0.208346,4.39112,0.279172,,-0.100656,67.2389,6.7078,107.109,-0.100656,0.0,4.191754102706909,-5.701440334320068,1.64954,231.1699981689453,,,,,,,618.4,5.110743801,618.4,5.110743801,,,,,,,,,,,,,,,,,,,Wilyer Abreu,23772,677800,677800.0
144,Tyler O'Neill,BAL,92,397.228,347.967,82.0045,45.249,15.1179,0.774728,20.8628,53.6932,56.225,40.7306,1.56024,111.025,5.38434,2.72758,0.418738,5.64298,4.36403,1.38839,0.235668,0.10253708197810829,0.2794994310572266,0.36686,0.322874,0.463436,0.33792,0.78631,0.227768,3.86983,0.279432,,-0.288619,54.9549,8.01935,118.769,-0.288619,0.0,8.498605608940125,-6.152263164520264,1.63887,403.55999755859375,,,,,,,500.6,5.441304347,500.6,5.441304347,,,,,,,,,,,,,,,,,,,Tyler O'Neill,15711,641933,641933.0
145,Andres Gimenez,TOR,138,585.994,531.959,129.79,95.0856,23.3826,2.56555,8.75586,69.5215,48.6749,31.872,1.63347,101.994,14.4582,4.34407,3.3607,10.9443,23.6403,5.53271,0.243984,0.054389635388758246,0.17405297665163807,0.312491,0.302283,0.346965,0.286462,0.649248,0.10298,6.26011,0.284415,,1.53952,56.5872,-12.6525,82.4801,1.53952,0.0,-10.5608252286911,6.388888835906982,1.63669,311.1099853515625,,,,,,,531.2,3.849275362,531.2,3.849275362,,,,,,,,,,,,,,,,,,,Andres Gimenez,19950,665926,665926.0
146,Agustin Ramirez,MIA,128,523.605,477.032,118.427,74.9223,24.833,0.8457,17.8256,60.9399,65.7561,37.0745,1.95848,102.657,5.30385,3.66293,0.531357,11.0313,8.73199,3.42148,0.248257,0.07080623752637961,0.19605809722978199,0.36115,0.307423,0.415963,0.312737,0.723386,0.167706,4.11625,0.279282,,-0.416211,61.7326,-0.135339,98.4788,-0.416211,4.23,-1.3602145612239838,-0.2957072257995605,1.61291,82.5,,,,,,,565.9,4.42109375,565.9,4.42109375,,,,,,,,,,,,,,,,,,,Agustin Ramirez,26546,682663,682663.0
147,Tyler Stephenson,CIN,107,425.361,377.13,89.6081,57.5686,16.8373,0.46803,14.7342,46.9942,52.7593,39.9728,0.816203,120.407,4.90911,2.82606,0.476386,8.21287,0.771937,0.319271,0.237606,0.09397382458664523,0.283070145123789,0.331979,0.316568,0.401941,0.314279,0.718509,0.164336,2.15252,0.30584,,-0.647316,50.6823,0.422623,95.9962,-0.647316,0.79,-2.6658137440681458,4.242581427097321,1.60923,243.38999938964844,,,,,,,454.2,4.244859813,454.2,4.244859813,,,,,,,,,,,,,,,,,,,Tyler Stephenson,17988,663886,663886.0
148,Carson Kelly,CHC,96,374.96,331.335,77.7743,51.1787,13.3897,0.372908,12.833,41.0427,45.7102,34.7877,0.2418,74.4747,4.1737,3.19365,0.540585,7.11843,1.01785,0.396971,0.23473,0.09277709622359719,0.1986203861745253,0.467107,0.312553,0.393585,0.309613,0.706139,0.158855,2.34932,0.262685,,-0.552475,43.2566,-1.04778,99.4725,-0.552475,-2.79,-0.7868945002555847,4.014770984649658,1.6066,320.1700134277344,,,,,,,384.6,4.00625,384.6,4.00625,,,,,,,,,,,,,,,,,,,Carson Kelly,13620,608348,608348.0
149,Evan Carter,TEX,107,449.873,399.185,96.1409,62.6878,20.4671,2.30593,10.68,56.1995,42.9058,40.9347,1.8409,97.2204,5.92869,3.26478,0.559847,6.12463,16.171,3.71775,0.240843,0.0909916798740978,0.21610632334014265,0.421051,0.318273,0.383932,0.307656,0.702206,0.143089,5.85445,0.290141,,1.00064,51.184,-1.97191,97.8822,1.00064,0.0,-0.1222971677780151,0.1501121819019317,1.58704,311.2200012207031,,,,,,,471.6,4.407476635,471.6,4.407476635,,,,,,,,,,,,,,,,,,,Evan Carter,27790,694497,694497.0
150,Alec Burleson,STL,139,590.556,538.129,141.341,94.1759,25.7826,0.482049,20.9001,68.6862,76.0451,40.3867,1.05951,85.0019,4.05585,5.64847,1.67536,12.0916,4.62494,1.83875,0.262652,0.06838758729062103,0.14393537615399726,0.475127,0.315839,0.42887,0.32163,0.74471,0.166218,3.10214,0.275056,,-0.736134,73.8901,4.1114,108.06,-0.736134,0.0,4.905270457267761,-9.07909870147705,1.58319,180.77999877929688,,,,,,,660.3,4.750359712,660.3,4.750359712,,,,,,,,,,,,,,,,,,,Alec Burleson,27615,676475,676475.0
151,Xavier Edwards,MIA,143,604.008,544.577,148.539,120.287,22.3485,4.45482,1.44827,69.1254,42.1145,46.782,1.5572,82.9497,2.84162,4.32686,5.48052,11.7999,28.6417,6.81524,0.27276,0.07745261652163546,0.13733212142885526,0.563981,0.331083,0.338137,0.297259,0.66922,0.0653771,6.17664,0.31666,,1.82597,63.6219,-7.74635,87.8761,1.82597,0.0,-6.853222846984863,2.206789970397949,1.58063,170.77999877929688,,,,,,,570.9,3.992307692,570.9,3.992307692,,,,,,,,,,,,,,,,,,,Xavier Edwards,22266,669364,669364.0
152,Romy Gonzalez,BOS,92,389.341,359.058,95.6627,63.8038,17.324,1.71835,12.8166,50.0921,47.2596,23.2469,0.661039,97.5068,3.16933,2.82525,1.04138,8.07991,11.7194,3.53385,0.266427,0.05970832766135598,0.2504406163234799,0.238413,0.314394,0.431332,0.321772,0.745726,0.164905,5.51772,0.32933,,0.305474,48.7591,2.75545,102.004,0.305474,0.0,1.2252318263053894,0.8219622373580933,1.58049,444.1099853515625,,,,,,,451.1,4.903260869,451.1,4.903260869,,,,,,,,,,,,,,,,,,,Romy Gonzalez,21562,663853,663853.0
153,Josh Jung,TEX,130,545.3,505.509,124.135,82.2953,23.4979,1.46433,16.877,59.8069,63.9127,31.1254,0.442778,136.362,4.65625,3.49292,0.516867,9.1012,3.60365,1.38587,0.245564,0.0570794058316523,0.25006785255822483,0.228255,0.293541,0.398,0.300034,0.69154,0.152436,3.60126,0.301486,,-0.623391,58.6664,-5.765,92.6312,-0.623391,0.0,-5.359335958957672,2.0061726570129395,1.57717,326.1700134277344,,,,,,,533.4,4.103076923,533.4,4.103076923,,,,,,,,,,,,,,,,,,,Josh Jung,26299,673962,673962.0
